,Image 1,Image 2,Similarity
1655,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (32 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (9 of 37).jpg,0.7165055274963379
1087,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (10 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (17 of 37).jpg,0.7162410020828247
1101,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (10 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (3 of 37).jpg,0.7160888910293579
62,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (10 of 21).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (15 of 21).jpg,0.7159456014633179
538,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (19 of 21).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (3 of 21).jpg,0.7158737182617188
1338,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (18 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (23 of 37).jpg,0.7154117822647095
1626,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (30 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (37 of 37).jpg,0.7153163552284241
6,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (1 of 21).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (16 of 21).jpg,0.71519935131073
1346,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (18 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (30 of 37).jpg,0.7150951027870178
1647,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (32 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (35 of 37).jpg,0.7149102687835693
1139,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (11 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (33 of 37).jpg,0.7148797512054443
1207,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (13 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (36 of 37).jpg,0.7145746350288391
1145,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (11 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (5 of 37).jpg,0.7142848372459412
1613,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (3 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (37 of 37).jpg,0.714243471622467
772,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (4 of 21).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (10 of 37).jpg,0.7141567468643188
19,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (1 of 21).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (9 of 21).jpg,0.7139784693717957
239,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (13 of 21).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (7 of 21).jpg,0.7136905789375305
1596,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (29 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (34 of 37).jpg,0.7134951949119568
1306,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (17 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (19 of 37).jpg,0.7134922742843628
9,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (1 of 21).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (19 of 21).jpg,0.7133737802505493
1559,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (27 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (29 of 37).jpg,0.7131956219673157
1399,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (2 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (32 of 37).jpg,0.7131235599517822
1381,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (19 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (5 of 37).jpg,0.7129070162773132
1309,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (17 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (21 of 37).jpg,0.7128828763961792
1009,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Gustofwind (1 of 1).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (10 of 37).jpg,0.7128633260726929
1490,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (23 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (33 of 37).jpg,0.7127670645713806
1123,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (11 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (19 of 37).jpg,0.7126752734184265
592,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (2 of 21).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Gustofwind (1 of 1).jpg,0.712597131729126
1358,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (18 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (8 of 37).jpg,0.712585985660553
1572,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (27 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (7 of 37).jpg,0.7123131155967712
804,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (4 of 21).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (6 of 37).jpg,0.712069034576416
1666,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (34 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (35 of 37).jpg,0.7119534611701965
177,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (12 of 21).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (19 of 21).jpg,0.7118356227874756
69,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (10 of 21).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (21 of 21).jpg,0.71136873960495
135,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (11 of 21).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (10 of 37).jpg,0.7112782001495361
1049,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (1 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (14 of 37).jpg,0.7111688852310181
1329,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (17 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (6 of 37).jpg,0.7107073068618774
120,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (11 of 21).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (17 of 21).jpg,0.7106643319129944
1348,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (18 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (32 of 37).jpg,0.7104634046554565
343,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (15 of 21).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (6 of 21).jpg,0.7096803784370422
340,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (15 of 21).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (3 of 21).jpg,0.7095519304275513
1331,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (17 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (8 of 37).jpg,0.7092474102973938
1458,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (22 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (23 of 37).jpg,0.7087898254394531
1651,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (32 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (5 of 37).jpg,0.7084789276123047
389,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (16 of 21).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (20 of 21).jpg,0.708351194858551
1202,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (13 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (31 of 37).jpg,0.708315372467041
676,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (21 of 21).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (3 of 21).jpg,0.7081719636917114
1296,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (16 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (35 of 37).jpg,0.7080678343772888
1181,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (12 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (8 of 37).jpg,0.7078942060470581
1061,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (1 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (25 of 37).jpg,0.7073954343795776
536,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (19 of 21).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (20 of 21).jpg,0.7069615721702576
1624,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (30 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (35 of 37).jpg,0.7065505385398865
1200,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (13 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (3 of 37).jpg,0.7063757181167603
71,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (10 of 21).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (4 of 21).jpg,0.7060366272926331
1598,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (29 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (36 of 37).jpg,0.7059503197669983
1528,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (25 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (32 of 37).jpg,0.7058529257774353
1137,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (11 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (31 of 37).jpg,0.7056297659873962
1301,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (16 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (6 of 37).jpg,0.7055187225341797
448,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (17 of 21).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Gustofwind (1 of 1).jpg,0.7054727673530579
1544,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (26 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (30 of 37).jpg,0.7052876353263855
1258,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (15 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (27 of 37).jpg,0.7052452564239502
1579,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (28 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (32 of 37).jpg,0.704856812953949
1281,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (16 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (21 of 37).jpg,0.7047168016433716
1323,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (17 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (34 of 37).jpg,0.704704761505127
1295,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (16 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (34 of 37).jpg,0.7047017812728882
285,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (14 of 21).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (2 of 21).jpg,0.7046864032745361
1073,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (1 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (36 of 37).jpg,0.704616904258728
1267,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (15 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (35 of 37).jpg,0.7045875191688538
8,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (1 of 21).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (18 of 21).jpg,0.704441487789154
1663,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (33 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (7 of 37).jpg,0.7043604254722595
1271,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (15 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (5 of 37).jpg,0.7041738033294678
1633,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (31 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (32 of 37).jpg,0.7040657997131348
1529,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (25 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (33 of 37).jpg,0.7039929032325745
1616,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (3 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (6 of 37).jpg,0.7035492062568665
1133,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (11 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (28 of 37).jpg,0.703481137752533
1244,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (14 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (8 of 37).jpg,0.7033655047416687
1499,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (23 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (8 of 37).jpg,0.7033520936965942
231,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (13 of 21).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (19 of 21).jpg,0.7029938101768494
1060,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (1 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (24 of 37).jpg,0.7028360366821289
541,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (19 of 21).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (6 of 21).jpg,0.7027341723442078
1479,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (22 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (9 of 37).jpg,0.7024865746498108
685,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (21 of 21).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (10 of 37).jpg,0.7024036049842834
1532,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (25 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (36 of 37).jpg,0.702299177646637
61,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (10 of 21).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (14 of 21).jpg,0.7021812796592712
117,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (11 of 21).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (14 of 21).jpg,0.7021709680557251
344,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (15 of 21).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (7 of 21).jpg,0.7016795873641968
1577,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (28 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (30 of 37).jpg,0.701618492603302
1586,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (28 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (5 of 37).jpg,0.7014506459236145
771,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (4 of 21).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (1 of 37).jpg,0.701120913028717
800,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (4 of 21).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (36 of 37).jpg,0.7011111378669739
1558,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (27 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (28 of 37).jpg,0.7006971836090088
1585,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (28 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (4 of 37).jpg,0.700625479221344
1407,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (2 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (6 of 37).jpg,0.7004886865615845
1595,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (29 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (33 of 37).jpg,0.7004758715629578
1634,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (31 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (33 of 37).jpg,0.7001849412918091
1270,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (15 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (4 of 37).jpg,0.7000362277030945
1621,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (30 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (32 of 37).jpg,0.6998464465141296
1670,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (34 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (5 of 37).jpg,0.6997975707054138
1690,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (37 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (4 of 37).jpg,0.6997162103652954
1195,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (13 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (25 of 37).jpg,0.6996648907661438
1152,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (12 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (15 of 37).jpg,0.6992963552474976
435,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (16 of 21).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (9 of 37).jpg,0.6991926431655884
1173,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (12 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (34 of 37).jpg,0.6989591121673584
1603,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (29 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (7 of 37).jpg,0.6988004446029663
713,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (21 of 21).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (36 of 37).jpg,0.6986653208732605
493,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (18 of 21).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (6 of 21).jpg,0.6986130475997925
1563,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (27 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (32 of 37).jpg,0.698394238948822
852,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (6 of 21).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (9 of 21).jpg,0.6983437538146973
1254,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (15 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (23 of 37).jpg,0.6974179744720459
1236,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (14 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (34 of 37).jpg,0.6974024176597595
1566,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (27 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (35 of 37).jpg,0.6973835229873657
717,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (21 of 21).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (6 of 37).jpg,0.6971343755722046
1609,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (3 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (33 of 37).jpg,0.6970402002334595
1293,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (16 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (32 of 37).jpg,0.6970367431640625
1620,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (30 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (31 of 37).jpg,0.6969375014305115
1555,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (26 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (7 of 37).jpg,0.6968864798545837
1203,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (13 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (32 of 37).jpg,0.6965864300727844
633,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (20 of 21).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (5 of 21).jpg,0.6964775323867798
1175,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (12 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (36 of 37).jpg,0.6964773535728455
1096,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (10 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (25 of 37).jpg,0.6961324214935303
637,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (20 of 21).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (9 of 21).jpg,0.695934534072876
1687,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (36 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (7 of 37).jpg,0.6955848336219788
1526,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (25 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (30 of 37).jpg,0.6954552531242371
1693,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (37 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (7 of 37).jpg,0.695295512676239
1047,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (1 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (12 of 37).jpg,0.6952805519104004
163,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (11 of 21).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (36 of 37).jpg,0.6951176524162292
124,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (11 of 21).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (20 of 21).jpg,0.6951165199279785
1,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (1 of 21).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (11 of 21).jpg,0.6950815320014954
1552,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (26 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (4 of 37).jpg,0.694960355758667
22,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (1 of 21).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (10 of 37).jpg,0.6946395635604858
1660,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (33 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (4 of 37).jpg,0.694506049156189
1657,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (33 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (35 of 37).jpg,0.6945043802261353
232,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (13 of 21).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (2 of 21).jpg,0.6944498419761658
1349,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (18 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (33 of 37).jpg,0.6940937638282776
575,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (19 of 21).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (36 of 37).jpg,0.6940884590148926
1299,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (16 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (4 of 37).jpg,0.693253219127655
1352,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (18 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (36 of 37).jpg,0.693135142326355
1140,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (11 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (34 of 37).jpg,0.6927781701087952
1109,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (10 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (37 of 37).jpg,0.6926112174987793
1661,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (33 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (5 of 37).jpg,0.692498505115509
346,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (15 of 21).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\BWanimation (9 of 21).jpg,0.6924762725830078
1498,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (23 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (7 of 37).jpg,0.6924230456352234
1534,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (25 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (4 of 37).jpg,0.6922535300254822
1510,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (24 of 37).jpg,C:\Users\aitor\OneDrive\Escritorio\Mael Post\Mael (33 of 37).jpg,0.6920754313468933
